Team1,symbol,Team2,Year,Date,MonthNo,DayNum,Time,Week,Game,Weekday,Team1WL,Team1Pts,Team2Pts,Margin,OT,Spread,vsLine,OU,OU Result
SDG,vs,OAK,2013,2013-12-22,12,22,4:25,16,15,Sun,W,26,13,13,,-9,covered,50,under
HOU,vs,STL,2013,2013-10-13,10,13,1:03,6,6,Sun,L,13,38,-25,,-9,not covered,43,over
DAL,vs,MIN,2013,2013-11-03,11,3,1:03,9,8,Sun,W,27,23,4,,-8.5,not covered,51,under
CHI,vs,NYG,2013,2013-10-10,10,10,8:29,6,6,Thu,W,27,21,6,,-8.5,not covered,46.5,over
CAR,vs,ATL,2013,2013-11-03,11,3,1:03,9,8,Sun,W,34,10,24,,-8,covered,46.5,under
DAL,vs,OAK,2013,2013-11-28,11,28,4:31,13,12,Thu,W,31,24,7,,-8,not covered,49.5,over
GNB,vs,WAS,2013,2013-09-15,9,15,1:02,2,2,Sun,W,38,20,18,,-8,covered,48.5,over
NOR,vs,ARI,2013,2013-09-22,9,22,1:03,3,3,Sun,W,31,7,24,,-7.5,covered,48.5,under
CLE,vs,JAX,2013,2013-12-01,12,1,1:02,13,12,Sun,L,28,32,-4,,-7.5,not covered,39.5,over
DEN,vs,KAN,2013,2013-11-17,11,17,8:30,11,10,Sun,W,27,17,10,,-7.5,covered,49,under
NOR,vs,MIA,2013,2013-09-30,9,30,8:40,4,4,Mon,W,38,17,21,,-7.5,covered,48.5,over
CIN,vs,MIN,2013,2013-12-22,12,22,1:02,16,15,Sun,W,42,14,28,,-7.5,covered,48,over
KAN,vs,OAK,2013,2013-10-13,10,13,1:02,6,6,Sun,W,24,7,17,,-7.5,covered,41,under
SFO,vs,STL,2013,2013-12-01,12,1,4:05,13,12,Sun,W,23,13,10,,-7.5,covered,40.5,under
DEN,vs,BAL,2013,2013-09-05,9,5,9:13,1,1,Thu,W,49,27,22,,-7.5,covered,48,over
PHI,vs,SDG,2013,2013-09-15,9,15,1:02,2,2,Sun,L,30,33,-3,,-7.5,not covered,51,over
NWE,vs,TAM,2013,2013-09-22,9,22,1:02,3,3,Sun,W,23,3,20,,-7.5,covered,44.5,under
NWE,vs,BUF,2013,2013-12-29,12,29,4:25,17,16,Sun,W,34,20,14,,-7,covered,46.5,over
BAL,vs,CLE,2013,2013-09-15,9,15,1:02,2,2,Sun,W,14,6,8,,-7,covered,43.5,under
MIN,vs,CLE,2013,2013-09-22,9,22,1:05,3,3,Sun,L,27,31,-4,,-7,not covered,40,over
KAN,vs,CLE,2013,2013-10-27,10,27,1:02,8,8,Sun,W,23,17,6,,-7,not covered,39,over
CIN,vs,IND,2013,2013-12-08,12,8,1:02,14,13,Sun,W,42,28,14,,-7,covered,43,over
KAN,vs,IND,2013,2013-12-22,12,22,1:02,16,15,Sun,L,7,23,-16,,-7,not covered,46.5,under
MIA,vs,NYJ,2013,2013-12-29,12,29,1:02,17,16,Sun,L,7,20,-13,,-7,not covered,41,under
NYG,vs,OAK,2013,2013-11-10,11,10,1:03,10,9,Sun,W,24,20,4,,-7,not covered,41.5,over
CAR,vs,STL,2013,2013-10-20,10,20,1:03,7,7,Sun,W,30,15,15,,-7,covered,42,over
IND,vs,STL,2013,2013-11-10,11,10,1:03,10,10,Sun,L,8,38,-30,,-7,not covered,43,over
CIN,vs,BAL,2013,2013-12-29,12,29,1:02,17,16,Sun,W,34,17,17,,-7,covered,43,over
DET,vs,TAM,2013,2013-11-24,11,24,1:03,12,11,Sun,L,21,24,-3,,-7,not covered,48.5,under
MIA,vs,BUF,2013,2013-10-20,10,20,1:02,7,7,Sun,L,21,23,-2,,-6.5,not covered,43.5,over
TEN,vs,HOU,2013,2013-12-29,12,29,1:02,17,16,Sun,W,16,10,6,,-6.5,not covered,44.5,under
CHI,vs,MIN,2013,2013-09-15,9,15,1:03,2,2,Sun,W,31,30,1,,-6.5,not covered,41,over
CIN,vs,PIT,2013,2013-09-16,9,16,8:41,2,2,Mon,W,20,10,10,,-6.5,covered,40,under
ATL,vs,TAM,2013,2013-10-20,10,20,1:02,7,6,Sun,W,31,23,8,,-6.5,covered,43,over
CAR,vs,TAM,2013,2013-12-01,12,1,1:04,13,12,Sun,W,27,6,21,,-6.5,covered,41,under
DET,vs,GNB,2013,2013-11-28,11,28,12:36,13,12,Thu,W,40,10,30,,-6,covered,48.5,over
KAN,vs,HOU,2013,2013-10-20,10,20,4:26,7,7,Sun,W,17,16,1,,-6,not covered,38.5,under
IND,vs,HOU,2013,2013-12-15,12,15,1:02,15,14,Sun,W,25,3,22,,-6,covered,47,under
BAL,vs,MIN,2013,2013-12-08,12,8,1:03,14,13,Sun,W,29,26,3,,-6,not covered,41.5,over
PIT,vs,TEN,2013,2013-09-08,9,8,1:02,1,1,Sun,L,9,16,-7,,-6,not covered,42,under
SFO,vs,CAR,2013,2013-11-10,11,10,4:05,10,9,Sun,L,9,10,-1,,-5.5,not covered,43,under
NOR,vs,DAL,2013,2013-11-10,11,10,8:30,10,10,Sun,W,49,17,32,,-5.5,covered,54,over
NWE,vs,OAK,2014,2014-09-21,9,21,1:02,3,3,Sun,W,16,9,7,,-14,not covered,46.5,under
DEN,vs,OAK,2014,2014-12-28,12,28,4:25,17,16,Sun,W,47,14,33,,-14,covered,48,over
GNB,vs,ATL,2014,2014-12-08,12,8,8:30,14,13,Mon,W,43,37,6,,-13.5,not covered,54.5,over
BAL,vs,CLE,2014,2014-12-28,12,28,1:02,17,16,Sun,W,20,10,10,,-13.5,not covered,39.5,under
IND,vs,JAX,2014,2014-11-23,11,23,1:02,12,11,Sun,W,23,3,20,,-13.5,covered,49,under
BAL,vs,JAX,2014,2014-12-14,12,14,1:02,15,14,Sun,W,20,12,8,,-13.5,not covered,45,under
SEA,vs,OAK,2014,2014-11-02,11,2,4:26,9,8,Sun,W,30,24,6,,-13.5,not covered,44,over
SDG,vs,JAX,2014,2014-09-28,9,28,4:05,4,4,Sun,W,33,14,19,,-12.5,covered,45,over
DEN,vs,KAN,2014,2014-09-14,9,14,4:25,2,2,Sun,W,24,17,7,,-11.5,not covered,50.5,under
PHI,vs,TEN,2014,2014-11-23,11,23,1:02,12,11,Sun,W,43,24,19,,-11,covered,49,over
SEA,vs,STL,2014,2014-12-28,12,28,4:27,17,16,Sun,W,20,6,14,,-11,covered,41.5,under
PHI,vs,JAX,2014,2014-09-07,9,7,1:02,1,1,Sun,W,34,17,17,,-10.5,covered,52,under
BAL,vs,TEN,2014,2014-11-09,11,9,1:03,10,9,Sun,W,21,7,14,,-10.5,covered,44.5,under
SFO,vs,STL,2014,2014-11-02,11,2,4:05,9,8,Sun,L,10,13,-3,,-10.5,not covered,44,under
DET,vs,TAM,2014,2014-12-07,12,7,1:02,14,13,Sun,W,34,17,17,,-10.5,covered,42,over
CIN,vs,JAX,2014,2014-11-02,11,2,1:02,9,9,Sun,W,33,23,10,,-10,not covered,44,over
NOR,vs,MIN,2014,2014-09-21,9,21,1:03,3,3,Sun,W,20,9,11,,-10,covered,49,under
SDG,vs,OAK,2014,2014-11-16,11,16,4:05,11,10,Sun,W,13,6,7,,-10,not covered,45,under
KAN,vs,OAK,2014,2014-12-14,12,14,1:03,15,14,Sun,W,31,13,18,,-10,covered,41.5,over
NOR,vs,TAM,2014,2014-10-05,10,5,1:03,5,5,Sun,W,37,31,6,OT,-10,not covered,48,over
DEN,vs,BUF,2014,2014-12-07,12,7,4:05,14,13,Sun,W,24,17,7,,-9.5,not covered,47.5,under
GNB,vs,CHI,2014,2014-11-09,11,9,8:30,10,9,Sun,W,55,14,41,,-9.5,covered,54,over
SEA,vs,DAL,2014,2014-10-12,10,12,4:26,6,6,Sun,L,23,30,-7,,-9.5,not covered,47,over
SEA,vs,NYG,2014,2014-11-09,11,9,4:26,10,9,Sun,W,38,17,21,,-9.5,covered,45,over
NWE,vs,NYJ,2014,2014-10-16,10,16,8:25,7,7,Thu,W,27,25,2,,-9.5,not covered,44.5,over
SEA,vs,SFO,2014,2014-12-14,12,14,4:26,15,14,Sun,W,17,7,10,,-9.5,covered,38,under
DAL,vs,WAS,2014,2014-10-27,10,27,8:30,8,8,Mon,L,17,20,-3,OT,-9.5,not covered,49,under
SFO,vs,WAS,2014,2014-11-23,11,23,4:25,12,11,Sun,W,17,13,4,,-9.5,not covered,44,under
NOR,vs,CAR,2014,2014-12-07,12,7,1:03,14,13,Sun,L,10,41,-31,,-9,not covered,50.5,over
DEN,vs,SDG,2014,2014-10-23,10,23,8:26,8,8,Thu,W,35,21,14,,-9,covered,51,over
SEA,vs,GNB,2014,2014-09-04,9,4,8:42,1,1,Thu,W,36,16,20,,-8.5,covered,45,over
KAN,vs,NYJ,2014,2014-11-02,11,2,1:03,9,9,Sun,W,24,10,14,,-8.5,covered,41.5,under
IND,vs,WAS,2014,2014-11-30,11,30,1:02,13,12,Sun,W,49,27,22,,-8.5,covered,49,over
DEN,vs,IND,2014,2014-09-07,9,7,8:30,1,1,Sun,W,31,24,7,,-7.5,not covered,55,push
DEN,vs,ARI,2014,2014-10-05,10,5,4:05,5,4,Sun,W,41,20,21,,-7.5,covered,48,over
HOU,vs,JAX,2014,2014-12-28,12,28,1:03,17,16,Sun,W,23,17,6,,-7.5,not covered,38,over
NWE,vs,MIA,2014,2014-12-14,12,14,1:02,15,14,Sun,W,41,13,28,,-7.5,covered,48,over
GNB,vs,MIN,2014,2014-10-02,10,2,8:26,5,5,Thu,W,42,10,32,,-7.5,covered,47.5,over
DET,vs,MIN,2014,2014-12-14,12,14,4:25,15,14,Sun,W,16,14,2,,-7.5,not covered,41.5,under
GNB,vs,NYJ,2014,2014-09-14,9,14,4:25,2,2,Sun,W,31,24,7,,-7.5,not covered,46,over
IND,vs,TEN,2014,2014-09-28,9,28,1:03,4,4,Sun,W,41,17,24,,-7.5,covered,46,over
PIT,vs,TAM,2014,2014-09-28,9,28,1:03,4,4,Sun,L,24,27,-3,,-7.5,not covered,45,over
WAS,vs,TAM,2014,2014-11-16,11,16,1:03,11,10,Sun,L,7,27,-20,,-7.5,not covered,45.5,under
CHI,vs,BUF,2014,2014-09-07,9,7,1:00,1,1,Sun,L,20,23,-3,OT,-7,not covered,47,under
CIN,vs,CAR,2014,2014-10-12,10,12,1:03,6,6,Sun,W,37,37,0,OT,-7,not covered,44,over
PHI,vs,CAR,2014,2014-11-10,11,10,8:32,10,10,Mon,W,45,21,24,,-7,covered,48.5,over
SFO,vs,CHI,2014,2014-09-14,9,14,8:31,2,2,Sun,L,20,28,-8,,-7,not covered,47.5,over
DET,vs,CHI,2014,2014-11-27,11,27,12:39,13,12,Thu,W,34,17,17,,-7,covered,46.5,over
MIN,vs,CHI,2014,2014-12-28,12,28,1:02,17,16,Sun,W,13,9,4,,-7,not covered,46.5,under
NOR,vs,CIN,2014,2014-11-16,11,16,1:02,11,10,Sun,L,10,27,-17,,-7,not covered,51,under
PIT,vs,CLE,2014,2014-09-07,9,7,1:02,1,1,Sun,W,30,27,3,,-7,not covered,41.5,over
SEA,vs,ARI,2014,2014-11-23,11,23,4:06,12,11,Sun,W,19,3,16,,-7,covered,41.5,under
NWE,vs,DET,2014,2014-11-23,11,23,1:02,12,11,Sun,W,34,9,25,,-7,covered,47.5,under
GNB,vs,DET,2014,2014-12-28,12,28,4:25,17,16,Sun,W,30,20,10,,-7,covered,46.5,over
DEN,vs,MIA,2014,2014-11-23,11,23,4:25,12,11,Sun,W,39,36,3,,-7,not covered,47.5,over
HOU,vs,TEN,2014,2014-11-30,11,30,1:02,13,12,Sun,W,45,21,24,,-7,covered,43,over
KAN,vs,STL,2014,2014-10-26,10,26,1:04,8,7,Sun,W,34,7,27,,-7,covered,44,under
ARI,vs,STL,2014,2014-11-09,11,9,4:25,10,9,Sun,W,31,14,17,,-7,covered,43,over
CLE,vs,TAM,2014,2014-11-02,11,2,1:02,9,8,Sun,W,22,17,5,,-7,not covered,44,under
BAL,vs,ATL,2014,2014-10-19,10,19,1:02,7,7,Sun,W,29,7,22,,-6.5,covered,49.5,under
DET,vs,BUF,2014,2014-10-05,10,5,1:03,5,5,Sun,L,14,17,-3,,-6.5,not covered,43,under
NWE,vs,BUF,2014,2014-12-28,12,28,1:02,17,16,Sun,L,9,17,-8,,-6.5,not covered,44,under
GNB,vs,CAR,2014,2014-10-19,10,19,1:02,7,7,Sun,W,38,17,21,,-6.5,covered,49,over
CIN,vs,CLE,2014,2014-11-06,11,6,8:29,10,9,Thu,L,3,24,-21,,-6.5,not covered,46,under
SFO,vs,ARI,2014,2014-12-28,12,28,4:25,17,16,Sun,W,20,17,3,,-6.5,not covered,37.5,under
DAL,vs,HOU,2014,2014-10-05,10,5,1:03,5,5,Sun,W,20,17,3,OT,-6.5,not covered,47,under
IND,vs,HOU,2014,2014-12-14,12,14,1:02,15,14,Sun,W,17,10,7,,-6.5,covered,49,under
BUF,vs,MIN,2014,2014-10-19,10,19,1:02,7,7,Sun,W,17,16,1,,-6.5,not covered,43.5,under
STL,vs,NYG,2014,2014-12-21,12,21,4:05,16,15,Sun,L,27,37,-10,,-6.5,not covered,43.5,over
SDG,vs,NYJ,2014,2014-10-05,10,5,4:25,5,5,Sun,W,31,0,31,,-6.5,covered,43.5,under
MIA,vs,NYJ,2014,2014-12-28,12,28,1:02,17,16,Sun,L,24,37,-13,,-6.5,not covered,41,over
CIN,vs,TEN,2014,2014-09-21,9,21,1:02,3,3,Sun,W,33,7,26,,-6.5,covered,42.5,under
CLE,vs,OAK,2014,2014-10-26,10,26,4:25,8,7,Sun,W,23,13,10,,-6.5,covered,44.5,under
PHI,vs,STL,2014,2014-10-05,10,5,1:02,5,4,Sun,W,34,28,6,,-6.5,not covered,47.5,over
BAL,vs,SDG,2014,2014-11-30,11,30,1:02,13,12,Sun,L,33,34,-1,,-6.5,not covered,45.5,over
DEN,vs,SFO,2014,2014-10-19,10,19,8:30,7,7,Sun,W,42,17,25,,-6.5,covered,48.5,over
NYG,vs,WAS,2014,2014-12-14,12,14,1:02,15,14,Sun,W,24,13,11,,-6.5,covered,47,under
CIN,vs,ATL,2014,2014-09-14,9,14,1:05,2,2,Sun,W,24,10,14,,-6,covered,49,under
NOR,vs,ATL,2014,2014-12-21,12,21,1:03,16,15,Sun,L,14,30,-16,,-6,not covered,56.5,under
NWE,vs,CHI,2014,2014-10-26,10,26,1:02,8,8,Sun,W,51,23,28,,-6,covered,52,over
CAR,vs,CLE,2014,2014-12-21,12,21,1:04,16,15,Sun,W,17,13,4,,-6,not covered,40,under
WAS,vs,JAX,2014,2014-09-14,9,14,1:05,2,2,Sun,W,41,10,31,,-6,covered,42.5,over
WAS,vs,TEN,2014,2014-10-19,10,19,1:02,7,7,Sun,W,19,17,2,,-6,not covered,46.5,under
STL,vs,OAK,2014,2014-11-30,11,30,1:00,13,12,Sun,W,52,0,52,,-6,covered,43,over
ATL,vs,TAM,2014,2014-09-18,9,18,8:26,3,3,Thu,W,56,14,42,,-6,covered,46,over
PHI,vs,WAS,2014,2014-09-21,9,21,1:02,3,3,Sun,W,37,34,3,,-6,not covered,50.5,over
DET,vs,NYG,2014,2014-09-08,9,8,7:11,1,1,Mon,W,35,14,21,,-5.5,covered,47,over
DAL,vs,NYG,2014,2014-10-19,10,19,4:25,7,7,Sun,W,31,21,10,,-5.5,covered,47,over
GNB,vs,PHI,2014,2014-11-16,11,16,4:25,11,10,Sun,W,53,20,33,,-5.5,covered,55,over
NYJ,vs,OAK,2014,2014-09-07,9,7,1:02,1,1,Sun,W,19,14,5,,-5.5,not covered,40,under
TAM,vs,STL,2014,2014-09-14,9,14,4:05,2,2,Sun,L,17,19,-2,,-5.5,not covered,38,under
NOR,vs,SFO,2014,2014-11-09,11,9,1:03,10,9,Sun,L,24,27,-3,OT,-5.5,not covered,49,over
ARI,vs,WAS,2014,2014-10-12,10,12,4:25,6,6,Sun,W,30,20,10,,-5.5,covered,47,over
MIA,vs,BUF,2014,2014-11-13,11,13,8:26,11,10,Thu,W,22,9,13,,-5,covered,42,under
SFO,vs,KAN,2014,2014-10-05,10,5,4:25,5,5,Sun,W,22,17,5,,-5,not covered,44,under
SFO,vs,PHI,2014,2014-09-28,9,28,4:25,4,4,Sun,W,26,21,5,,-5,not covered,50,under
SDG,vs,STL,2014,2014-11-23,11,23,4:05,12,11,Sun,W,27,24,3,,-5,not covered,43.5,over
STL,vs,ARI,2014,2014-12-11,12,11,8:25,15,14,Thu,L,6,12,-6,,-4.5,not covered,40.5,under
SEA,vs,DEN,2014,2014-09-21,9,21,4:25,3,3,Sun,W,26,20,6,OT,-4.5,covered,48.5,under
MIA,vs,MIN,2014,2014-12-21,12,21,1:03,16,15,Sun,W,37,35,2,,-4.5,not covered,42.5,over
MIN,vs,NYJ,2014,2014-12-07,12,7,1:02,14,13,Sun,W,30,24,6,OT,-4.5,covered,40,over
JAX,vs,TEN,2014,2014-12-18,12,18,8:26,16,15,Thu,W,21,13,8,,-4.5,covered,39,under
CHI,vs,TAM,2014,2014-11-23,11,23,1:02,12,11,Sun,W,21,13,8,,-4.5,covered,46.5,under
NYG,vs,ATL,2014,2014-10-05,10,5,1:03,5,5,Sun,W,30,20,10,,-4,covered,50,push
TEN,vs,JAX,2014,2014-10-12,10,12,1:02,6,6,Sun,W,16,14,2,,-4,not covered,42.5,under
ATL,vs,CHI,2014,2014-10-12,10,12,4:25,6,6,Sun,L,13,27,-14,,-3.5,not covered,55.5,under
IND,vs,CIN,2014,2014-10-19,10,19,1:02,7,6,Sun,W,27,0,27,,-3.5,covered,50.5,under
PIT,vs,CIN,2014,2014-12-28,12,28,8:30,17,16,Sun,W,27,17,10,,-3.5,covered,48,under
TEN,vs,DAL,2014,2014-09-14,9,14,1:03,2,2,Sun,L,10,26,-16,,-3.5,not covered,49.5,under
CLE,vs,HOU,2014,2014-11-16,11,16,1:03,11,10,Sun,L,7,23,-16,,-3.5,not covered,41,under
MIA,vs,KAN,2014,2014-09-21,9,21,4:25,3,3,Sun,L,15,34,-19,,-3.5,not covered,42.5,over
STL,vs,MIN,2014,2014-09-07,9,7,1:00,1,1,Sun,L,6,34,-28,,-3.5,not covered,43.5,under
PIT,vs,NOR,2014,2014-11-30,11,30,1:02,13,12,Sun,L,32,35,-3,,-3.5,not covered,54.5,over
WAS,vs,NYG,2014,2014-09-25,9,25,8:26,4,4,Thu,L,14,45,-31,,-3.5,not covered,46,over
KAN,vs,TEN,2014,2014-09-07,9,7,1:02,1,1,Sun,L,10,26,-16,,-3.5,not covered,43,under
DAL,vs,PHI,2014,2014-11-27,11,27,4:36,13,12,Thu,L,10,33,-23,,-3.5,not covered,57,under
HOU,vs,BUF,2014,2014-09-28,9,28,1:02,4,4,Sun,W,23,17,6,,-3,covered,42.5,under
NYJ,vs,BUF,2014,2014-10-26,10,26,1:02,8,8,Sun,L,23,43,-20,,-3,not covered,40.5,over
BAL,vs,CAR,2014,2014-09-28,9,28,1:02,4,4,Sun,W,38,10,28,,-3,covered,42,over
ATL,vs,CAR,2014,2014-12-28,12,28,4:25,17,16,Sun,L,3,34,-31,,-3,not covered,48,under
BUF,vs,CLE,2014,2014-11-30,11,30,1:02,13,12,Sun,W,26,10,16,,-3,covered,42,under
DAL,vs,IND,2014,2014-12-21,12,21,4:26,16,15,Sun,W,42,7,35,,-3,covered,54,under
PHI,vs,DAL,2014,2014-12-14,12,14,8:35,15,14,Sun,L,27,38,-11,,-3,not covered,55,over
PIT,vs,HOU,2014,2014-10-20,10,20,8:30,7,7,Mon,W,30,23,7,,-3,covered,44.5,over
SDG,vs,KAN,2014,2014-10-19,10,19,4:05,7,6,Sun,L,20,23,-3,,-3,not covered,46,under
CHI,vs,MIA,2014,2014-10-19,10,19,1:00,7,6,Sun,L,14,27,-13,,-3,not covered,47.5,under
DET,vs,MIA,2014,2014-11-09,11,9,1:02,10,9,Sun,W,20,16,4,,-3,covered,43,under
IND,vs,NWE,2014,2014-11-16,11,16,8:31,11,10,Sun,L,20,42,-22,,-3,not covered,57,over
GNB,vs,NWE,2014,2014-11-30,11,30,4:25,13,12,Sun,W,26,21,5,,-3,covered,58,under
IND,vs,PHI,2014,2014-09-15,9,15,8:31,2,2,Mon,L,27,30,-3,,-3,not covered,54,over
CAR,vs,PIT,2014,2014-09-21,9,21,8:31,3,3,Sun,L,19,37,-18,,-3,not covered,42,over
CIN,vs,PIT,2014,2014-12-07,12,7,1:02,14,13,Sun,L,21,42,-21,,-3,not covered,47.5,over
IND,vs,BAL,2014,2014-10-05,10,5,1:03,5,5,Sun,W,20,13,7,,-3,covered,49,under
NOR,vs,BAL,2014,2014-11-24,11,24,8:30,12,11,Mon,L,27,34,-7,,-3,not covered,51,over
MIA,vs,BAL,2014,2014-12-07,12,7,1:02,14,13,Sun,L,13,28,-15,,-3,not covered,45,under
ARI,vs,SDG,2014,2014-09-08,9,8,9:20,1,1,Mon,W,18,17,1,,-3,not covered,45,under
MIA,vs,SDG,2014,2014-11-02,11,2,1:02,9,9,Sun,W,37,0,37,,-3,covered,45,under
CAR,vs,TAM,2014,2014-12-14,12,14,1:03,15,14,Sun,W,19,17,2,,-3,not covered,41,under
HOU,vs,WAS,2014,2014-09-07,9,7,1:03,1,1,Sun,W,17,6,11,,-3,covered,45,under
TAM,vs,CAR,2014,2014-09-07,9,7,4:25,1,1,Sun,L,14,20,-6,,-2.5,not covered,39.5,under
MIN,vs,CAR,2014,2014-11-30,11,30,1:02,13,12,Sun,W,31,13,18,,-2.5,covered,41.5,over
NYJ,vs,CHI,2014,2014-09-22,9,22,8:30,3,3,Mon,L,19,27,-8,,-2.5,not covered,44,over
CAR,vs,CHI,2014,2014-10-05,10,5,1:03,5,5,Sun,W,31,24,7,,-2.5,covered,45.5,over
HOU,vs,CIN,2014,2014-11-23,11,23,1:02,12,11,Sun,L,13,22,-9,,-2.5,not covered,44.5,under
ATL,vs,CLE,2014,2014-11-23,11,23,1:02,12,11,Sun,L,24,26,-2,,-2.5,not covered,48.5,over
CAR,vs,DET,2014,2014-09-14,9,14,1:04,2,2,Sun,W,24,7,17,,-2.5,covered,44,under
DET,vs,GNB,2014,2014-09-21,9,21,1:02,3,3,Sun,W,19,7,12,,-2.5,covered,52.5,under
PIT,vs,KAN,2014,2014-12-21,12,21,1:02,16,15,Sun,W,20,12,8,,-2.5,covered,49.5,under
CHI,vs,MIN,2014,2014-11-16,11,16,1:02,11,10,Sun,W,21,13,8,,-2.5,covered,46.5,under
BUF,vs,NYJ,2014,2014-11-24,11,24,7:05,12,11,Mon,W,38,3,35,,-2.5,covered,42.5,under
BAL,vs,PIT,2014,2014-09-11,9,11,8:28,2,2,Thu,W,26,6,20,,-2.5,covered,44,under
PIT,vs,BAL,2014,2014-11-02,11,2,8:30,9,9,Sun,W,43,23,20,,-2.5,covered,47.5,over
BUF,vs,SDG,2014,2014-09-21,9,21,1:02,3,3,Sun,L,10,22,-12,,-2.5,not covered,45.5,under
KAN,vs,SDG,2014,2014-12-28,12,28,1:03,17,16,Sun,W,19,7,12,,-2.5,covered,42.5,under
BAL,vs,CIN,2014,2014-09-07,9,7,1:02,1,1,Sun,L,16,23,-7,,-2,not covered,43,under
NOR,vs,GNB,2014,2014-10-26,10,26,8:30,8,8,Sun,W,44,23,21,,-2,covered,55,over
DAL,vs,ARI,2014,2014-11-02,11,2,1:04,9,8,Sun,L,17,28,-11,,-1.5,not covered,45,push
MIN,vs,DET,2014,2014-10-12,10,12,1:02,6,6,Sun,L,3,17,-14,,-1.5,not covered,43,under
NYG,vs,HOU,2014,2014-09-21,9,21,1:02,3,3,Sun,W,30,17,13,,-1.5,covered,41.5,over
BUF,vs,KAN,2014,2014-11-09,11,9,1:02,10,9,Sun,L,13,17,-4,,-1.5,not covered,42,under
BUF,vs,MIA,2014,2014-09-14,9,14,1:02,2,2,Sun,W,29,10,19,,-1.5,covered,42.5,under
TAM,vs,MIN,2014,2014-10-26,10,26,1:03,8,8,Sun,L,13,19,-6,OT,-1.5,not covered,43,under
DET,vs,NOR,2014,2014-10-19,10,19,1:02,7,6,Sun,W,24,23,1,,-1.5,not covered,46.5,over
PHI,vs,NYG,2014,2014-10-12,10,12,8:41,6,6,Sun,W,27,0,27,,-1.5,covered,51,under
CLE,vs,PIT,2014,2014-10-12,10,12,1:02,6,6,Sun,W,31,10,21,,-1.5,covered,46.5,under
SFO,vs,SDG,2014,2014-12-20,12,20,8:26,16,15,Sat,L,35,38,-3,OT,-1.5,not covered,40.5,over
SFO,vs,SEA,2014,2014-11-27,11,27,8:31,13,12,Thu,L,3,19,-16,,-1.5,not covered,40.5,under
CLE,vs,CIN,2014,2014-12-14,12,14,1:02,15,14,Sun,L,0,30,-30,,-1,not covered,44,under
TEN,vs,CLE,2014,2014-10-05,10,5,1:02,5,4,Sun,L,28,29,-1,,-1,not covered,44,over
ARI,vs,DET,2014,2014-11-16,11,16,4:25,11,10,Sun,W,14,6,8,,-1,covered,41,under
BUF,vs,NWE,2014,2014-10-12,10,12,1:02,6,6,Sun,L,22,37,-15,,-1,not covered,44,over
NWE,vs,CIN,2014,2014-10-05,10,5,8:43,5,4,Sun,W,43,17,26,,0,covered,46,over
KAN,vs,DEN,2014,2014-11-30,11,30,8:32,13,12,Sun,L,16,29,-13,,0,not covered,49.5,under
NYG,vs,PHI,2014,2014-12-28,12,28,1:02,17,16,Sun,L,26,34,-8,,0,not covered,52,over
KAN,vs,SEA,2014,2014-11-16,11,16,1:04,11,10,Sun,W,24,20,4,,0,covered,42.5,over
MIN,vs,WAS,2014,2014-11-02,11,2,1:03,9,9,Sun,W,29,26,3,,0,covered,44,over
ARI,vs,PHI,2014,2014-10-26,10,26,4:05,8,7,Sun,W,24,20,4,,1,covered,48.5,under
CAR,vs,ATL,2014,2014-11-16,11,16,1:03,11,10,Sun,L,17,19,-2,,1.5,not covered,47,under
ATL,vs,ARI,2014,2014-11-30,11,30,4:05,13,12,Sun,W,29,18,11,,1.5,covered,45,over
STL,vs,DAL,2014,2014-09-21,9,21,1:00,3,3,Sun,L,31,34,-3,,1.5,not covered,44,over
NYJ,vs,DET,2014,2014-09-28,9,28,1:02,4,4,Sun,L,17,24,-7,,1.5,not covered,45,under
CHI,vs,GNB,2014,2014-09-28,9,28,1:02,4,4,Sun,L,17,38,-21,,1.5,not covered,51.5,over
MIA,vs,GNB,2014,2014-10-12,10,12,1:02,6,6,Sun,L,24,27,-3,,1.5,not covered,47,over
NYG,vs,ARI,2014,2014-09-14,9,14,1:04,2,2,Sun,L,14,25,-11,,2,not covered,42.5,under
HOU,vs,PHI,2014,2014-11-02,11,2,1:03,9,8,Sun,L,21,31,-10,,2,not covered,48.5,over
CLE,vs,BAL,2014,2014-09-21,9,21,1:02,3,3,Sun,L,21,23,-2,,2,not covered,41.5,over
PHI,vs,SEA,2014,2014-12-07,12,7,4:25,14,13,Sun,L,14,24,-10,,2,not covered,48,under
HOU,vs,IND,2014,2014-10-09,10,9,8:26,6,6,Thu,L,28,33,-5,,2.5,not covered,46.5,over
ARI,vs,KAN,2014,2014-12-07,12,7,4:05,14,13,Sun,W,17,14,3,,2.5,covered,41,under
MIN,vs,ATL,2014,2014-09-28,9,28,4:25,4,4,Sun,W,41,28,13,,3,covered,47,over
TAM,vs,ATL,2014,2014-11-09,11,9,1:04,10,9,Sun,L,17,27,-10,,3,not covered,47,under
NYG,vs,IND,2014,2014-11-03,11,3,8:31,9,9,Mon,L,24,40,-16,,3,not covered,50,over
CLE,vs,IND,2014,2014-12-07,12,7,1:03,14,13,Sun,L,24,25,-1,,3,covered,50,under
NWE,vs,DEN,2014,2014-11-02,11,2,4:25,9,8,Sun,W,43,21,22,,3,covered,52.5,over
OAK,vs,HOU,2014,2014-09-14,9,14,4:25,2,2,Sun,L,14,30,-16,,3,not covered,40,over
